League,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,TestX
English Premier League,14/03/98,Newcastle,Coventry,0.0,0.0,D,5194
English Premier League,14/03/98,Tottenham,Liverpool,3.0,3.0,D,5195
English Premier League,14/03/98,West Ham,Chelsea,2.0,1.0,H,5196
English Premier League,14/03/98,Wimbledon,Leicester,2.0,1.0,H,5197
English Premier League,15/03/98,Derby,Leeds,0.0,5.0,A,5198
English Premier League,18/03/98,Newcastle,Crystal Palace,1.0,2.0,A,5199
English Premier League,28/03/98,Arsenal,Sheffield Weds,1.0,0.0,H,5200
English Premier League,28/03/98,Barnsley,Liverpool,2.0,3.0,A,5201
English Premier League,28/03/98,Bolton,Leicester,2.0,0.0,H,5202
English Premier League,28/03/98,Coventry,Derby,1.0,0.0,H,5203
English Premier League,28/03/98,Crystal Palace,Tottenham,1.0,3.0,A,5204
English Premier League,28/03/98,Everton,Aston Villa,1.0,4.0,A,5205
English Premier League,28/03/98,Man United,Wimbledon,2.0,0.0,H,5206
English Premier League,28/03/98,Southampton,Newcastle,2.0,1.0,H,5207
English Premier League,30/03/98,West Ham,Leeds,3.0,0.0,H,5208
English Premier League,31/03/98,Blackburn,Barnsley,2.0,1.0,H,5209
English Premier League,31/03/98,Bolton,Arsenal,0.0,1.0,A,5210
English Premier League,31/03/98,Wimbledon,Newcastle,0.0,0.0,D,5211
English Premier League,04/04/98,Aston Villa,West Ham,2.0,0.0,H,5212
English Premier League,04/04/98,Leeds,Barnsley,2.0,1.0,H,5213
English Premier League,04/04/98,Leicester,Coventry,1.0,1.0,D,5214
English Premier League,04/04/98,Sheffield Weds,Southampton,1.0,0.0,H,5215
English Premier League,04/04/98,Tottenham,Everton,1.0,1.0,D,5216
English Premier League,04/04/98,Wimbledon,Bolton,0.0,0.0,D,5217
English Premier League,05/04/98,Derby,Chelsea,0.0,1.0,A,5218
English Premier League,06/04/98,Blackburn,Man United,1.0,3.0,A,5219
English Premier League,08/04/98,Leeds,Chelsea,3.0,1.0,H,5220
English Premier League,10/04/98,Man United,Liverpool,1.0,1.0,D,5221
English Premier League,11/04/98,Arsenal,Newcastle,3.0,1.0,H,5222
English Premier League,11/04/98,Barnsley,Sheffield Weds,2.0,1.0,H,5223
English Premier League,11/04/98,Bolton,Blackburn,2.0,1.0,H,5224
English Premier League,11/04/98,Chelsea,Tottenham,2.0,0.0,H,5225
English Premier League,11/04/98,Coventry,Aston Villa,1.0,2.0,A,5226
English Premier League,11/04/98,Crystal Palace,Leicester,0.0,3.0,A,5227
English Premier League,11/04/98,Everton,Leeds,2.0,0.0,H,5228
English Premier League,11/04/98,Southampton,Wimbledon,0.0,1.0,A,5229
English Premier League,11/04/98,West Ham,Derby,0.0,0.0,D,5230
English Premier League,13/04/98,Blackburn,Arsenal,1.0,4.0,A,5231
English Premier League,13/04/98,Derby,Bolton,4.0,0.0,H,5232
English Premier League,13/04/98,Liverpool,Crystal Palace,2.0,1.0,H,5233
English Premier League,13/04/98,Newcastle,Barnsley,2.0,1.0,H,5234
English Premier League,13/04/98,Sheffield Weds,West Ham,1.0,1.0,D,5235
English Premier League,13/04/98,Tottenham,Coventry,1.0,1.0,D,5236
English Premier League,13/04/98,Wimbledon,Everton,0.0,0.0,D,5237
English Premier League,14/04/98,Leicester,Southampton,3.0,3.0,D,5238
English Premier League,18/04/98,Arsenal,Wimbledon,5.0,0.0,H,5239
English Premier League,18/04/98,Barnsley,Tottenham,1.0,1.0,D,5240
English Premier League,18/04/98,Bolton,Leeds,2.0,3.0,A,5241
English Premier League,18/04/98,Crystal Palace,Derby,3.0,1.0,H,5242
English Premier League,18/04/98,Everton,Leicester,1.0,1.0,D,5243
English Premier League,18/04/98,Man United,Newcastle,1.0,1.0,D,5244
English Premier League,18/04/98,Southampton,Aston Villa,1.0,2.0,A,5245
English Premier League,18/04/98,West Ham,Blackburn,2.0,1.0,H,5246
English Premier League,19/04/98,Chelsea,Sheffield Weds,1.0,0.0,H,5247
English Premier League,19/04/98,Coventry,Liverpool,1.0,1.0,D,5248
English Premier League,25/04/98,Aston Villa,Bolton,1.0,3.0,A,5249
English Premier League,25/04/98,Barnsley,Arsenal,0.0,2.0,A,5250
English Premier League,25/04/98,Blackburn,Wimbledon,0.0,0.0,D,5251
English Premier League,25/04/98,Chelsea,Liverpool,4.0,1.0,H,5252
English Premier League,25/04/98,Everton,Sheffield Weds,1.0,3.0,A,5253
English Premier League,25/04/98,Leeds,Coventry,3.0,3.0,D,5254
English Premier League,25/04/98,Tottenham,Newcastle,2.0,0.0,H,5255
English Premier League,25/04/98,West Ham,Southampton,2.0,4.0,A,5256
English Premier League,26/04/98,Derby,Leicester,0.0,4.0,A,5257
English Premier League,27/04/98,Crystal Palace,Man United,0.0,3.0,A,5258
English Premier League,29/04/98,Arsenal,Derby,1.0,0.0,H,5259
English Premier League,29/04/98,Chelsea,Blackburn,0.0,1.0,A,5260
English Premier League,29/04/98,Coventry,Wimbledon,0.0,0.0,D,5261
English Premier League,29/04/98,Leicester,Newcastle,0.0,0.0,D,5262
English Premier League,02/05/98,Bolton,Crystal Palace,5.0,2.0,H,5263
English Premier League,02/05/98,Coventry,Blackburn,2.0,0.0,H,5264
English Premier League,02/05/98,Leicester,Barnsley,1.0,0.0,H,5265
English Premier League,02/05/98,Liverpool,West Ham,5.0,0.0,H,5266
English Premier League,02/05/98,Newcastle,Chelsea,3.0,1.0,H,5267
English Premier League,02/05/98,Sheffield Weds,Aston Villa,1.0,3.0,A,5268
English Premier League,02/05/98,Southampton,Derby,0.0,2.0,A,5269
English Premier League,02/05/98,Wimbledon,Tottenham,2.0,6.0,A,5270
English Premier League,03/05/98,Arsenal,Everton,4.0,0.0,H,5271
English Premier League,04/05/98,Man United,Leeds,3.0,0.0,H,5272
English Premier League,05/05/98,Crystal Palace,West Ham,3.0,3.0,D,5273
English Premier League,06/05/98,Liverpool,Arsenal,4.0,0.0,H,5274
English Premier League,10/05/98,Aston Villa,Arsenal,1.0,0.0,H,5275
English Premier League,10/05/98,Barnsley,Man United,0.0,2.0,A,5276
English Premier League,10/05/98,Blackburn,Newcastle,1.0,0.0,H,5277
English Premier League,10/05/98,Chelsea,Bolton,2.0,0.0,H,5278
English Premier League,10/05/98,Crystal Palace,Sheffield Weds,1.0,0.0,H,5279
English Premier League,10/05/98,Derby,Liverpool,1.0,0.0,H,5280
English Premier League,10/05/98,Everton,Coventry,1.0,1.0,D,5281
English Premier League,10/05/98,Leeds,Wimbledon,1.0,1.0,D,5282
English Premier League,10/05/98,Tottenham,Southampton,1.0,1.0,D,5283
English Premier League,10/05/98,West Ham,Leicester,4.0,3.0,H,5284
English Premier League,05/08/2022,Crystal Palace,Arsenal,0.0,2.0,A,5285
English Premier League,06/08/2022,Fulham,Liverpool,2.0,2.0,D,5286
English Premier League,06/08/2022,Bournemouth,Aston Villa,2.0,0.0,H,5287
English Premier League,06/08/2022,Leeds,Wolves,2.0,1.0,H,5288
English Premier League,06/08/2022,Newcastle,Nott'm Forest,2.0,0.0,H,5289
English Premier League,06/08/2022,Tottenham,Southampton,4.0,1.0,H,5290
English Premier League,06/08/2022,Everton,Chelsea,0.0,1.0,A,5291
English Premier League,07/08/2022,Leicester,Brentford,2.0,2.0,D,5292
English Premier League,07/08/2022,Man United,Brighton,1.0,2.0,A,5293
English Premier League,07/08/2022,West Ham,Man City,0.0,2.0,A,5294
English Premier League,13/08/2022,Aston Villa,Everton,2.0,1.0,H,5295
English Premier League,13/08/2022,Arsenal,Leicester,4.0,2.0,H,5296
English Premier League,13/08/2022,Brighton,Newcastle,0.0,0.0,D,5297
English Premier League,13/08/2022,Man City,Bournemouth,4.0,0.0,H,5298
English Premier League,13/08/2022,Southampton,Leeds,2.0,2.0,D,5299
English Premier League,13/08/2022,Wolves,Fulham,0.0,0.0,D,5300
English Premier League,13/08/2022,Brentford,Man United,4.0,0.0,H,5301
English Premier League,14/08/2022,Nott'm Forest,West Ham,1.0,0.0,H,5302
English Premier League,14/08/2022,Chelsea,Tottenham,2.0,2.0,D,5303
English Premier League,15/08/2022,Liverpool,Crystal Palace,1.0,1.0,D,5304
English Premier League,20/08/2022,Tottenham,Wolves,1.0,0.0,H,5305
English Premier League,20/08/2022,Crystal Palace,Aston Villa,3.0,1.0,H,5306
English Premier League,20/08/2022,Everton,Nott'm Forest,1.0,1.0,D,5307
English Premier League,20/08/2022,Fulham,Brentford,3.0,2.0,H,5308
English Premier League,20/08/2022,Leicester,Southampton,1.0,2.0,A,5309
English Premier League,20/08/2022,Bournemouth,Arsenal,0.0,3.0,A,5310
English Premier League,21/08/2022,Leeds,Chelsea,3.0,0.0,H,5311
English Premier League,21/08/2022,West Ham,Brighton,0.0,2.0,A,5312
English Premier League,21/08/2022,Newcastle,Man City,3.0,3.0,D,5313
English Premier League,22/08/2022,Man United,Liverpool,2.0,1.0,H,5314
English Premier League,27/08/2022,Southampton,Man United,0.0,1.0,A,5315
English Premier League,27/08/2022,Brentford,Everton,1.0,1.0,D,5316
English Premier League,27/08/2022,Brighton,Leeds,1.0,0.0,H,5317
English Premier League,27/08/2022,Chelsea,Leicester,2.0,1.0,H,5318
English Premier League,27/08/2022,Liverpool,Bournemouth,9.0,0.0,H,5319
English Premier League,27/08/2022,Man City,Crystal Palace,4.0,2.0,H,5320
English Premier League,27/08/2022,Arsenal,Fulham,2.0,1.0,H,5321
English Premier League,28/08/2022,Aston Villa,West Ham,0.0,1.0,A,5322
English Premier League,28/08/2022,Wolves,Newcastle,1.0,1.0,D,5323
English Premier League,28/08/2022,Nott'm Forest,Tottenham,0.0,2.0,A,5324
English Premier League,30/08/2022,Crystal Palace,Brentford,1.0,1.0,D,5325
English Premier League,30/08/2022,Fulham,Brighton,2.0,1.0,H,5326
English Premier League,30/08/2022,Southampton,Chelsea,2.0,1.0,H,5327
English Premier League,30/08/2022,Leeds,Everton,1.0,1.0,D,5328
English Premier League,31/08/2022,Arsenal,Aston Villa,2.0,1.0,H,5329
English Premier League,31/08/2022,Bournemouth,Wolves,0.0,0.0,D,5330
English Premier League,31/08/2022,Man City,Nott'm Forest,6.0,0.0,H,5331
English Premier League,31/08/2022,West Ham,Tottenham,1.0,1.0,D,5332
English Premier League,31/08/2022,Liverpool,Newcastle,2.0,1.0,H,5333
English Premier League,01/09/2022,Leicester,Man United,0.0,1.0,A,5334
English Premier League,03/09/2022,Everton,Liverpool,0.0,0.0,D,5335
English Premier League,03/09/2022,Brentford,Leeds,5.0,2.0,H,5336
English Premier League,03/09/2022,Chelsea,West Ham,2.0,1.0,H,5337
English Premier League,03/09/2022,Newcastle,Crystal Palace,0.0,0.0,D,5338
English Premier League,03/09/2022,Nott'm Forest,Bournemouth,2.0,3.0,A,5339
English Premier League,03/09/2022,Tottenham,Fulham,2.0,1.0,H,5340
English Premier League,03/09/2022,Wolves,Southampton,1.0,0.0,H,5341
English Premier League,03/09/2022,Aston Villa,Man City,1.0,1.0,D,5342
English Premier League,04/09/2022,Brighton,Leicester,5.0,2.0,H,5343
English Premier League,04/09/2022,Man United,Arsenal,3.0,1.0,H,5344
English Premier League,16/09/2022,Aston Villa,Southampton,1.0,0.0,H,5345
English Premier League,16/09/2022,Nott'm Forest,Fulham,2.0,3.0,A,5346
English Premier League,17/09/2022,Wolves,Man City,0.0,3.0,A,5347
English Premier League,17/09/2022,Newcastle,Bournemouth,1.0,1.0,D,5348
English Premier League,17/09/2022,Tottenham,Leicester,6.0,2.0,H,5349
English Premier League,18/09/2022,Brentford,Arsenal,0.0,3.0,A,5350
English Premier League,18/09/2022,Everton,West Ham,1.0,0.0,H,5351
English Premier League,01/10/2022,Arsenal,Tottenham,3.0,1.0,H,5352
English Premier League,01/10/2022,Bournemouth,Brentford,0.0,0.0,D,5353
English Premier League,01/10/2022,Crystal Palace,Chelsea,1.0,2.0,A,5354
English Premier League,01/10/2022,Fulham,Newcastle,1.0,4.0,A,5355
English Premier League,01/10/2022,Liverpool,Brighton,3.0,3.0,D,5356
English Premier League,01/10/2022,Southampton,Everton,1.0,2.0,A,5357
English Premier League,01/10/2022,West Ham,Wolves,2.0,0.0,H,5358
English Premier League,02/10/2022,Man City,Man United,6.0,3.0,H,5359
English Premier League,02/10/2022,Leeds,Aston Villa,0.0,0.0,D,5360
English Premier League,03/10/2022,Leicester,Nott'm Forest,4.0,0.0,H,5361
English Premier League,08/10/2022,Bournemouth,Leicester,2.0,1.0,H,5362
English Premier League,08/10/2022,Chelsea,Wolves,3.0,0.0,H,5363
English Premier League,08/10/2022,Man City,Southampton,4.0,0.0,H,5364
English Premier League,08/10/2022,Newcastle,Brentford,5.0,1.0,H,5365
English Premier League,08/10/2022,Brighton,Tottenham,0.0,1.0,A,5366
English Premier League,09/10/2022,Crystal Palace,Leeds,2.0,1.0,H,5367
English Premier League,09/10/2022,West Ham,Fulham,3.0,1.0,H,5368
English Premier League,09/10/2022,Arsenal,Liverpool,3.0,2.0,H,5369
English Premier League,09/10/2022,Everton,Man United,1.0,2.0,A,5370
English Premier League,10/10/2022,Nott'm Forest,Aston Villa,1.0,1.0,D,5371
English Premier League,14/10/2022,Brentford,Brighton,2.0,0.0,H,5372
English Premier League,15/10/2022,Leicester,Crystal Palace,0.0,0.0,D,5373
English Premier League,15/10/2022,Fulham,Bournemouth,2.0,2.0,D,5374
English Premier League,15/10/2022,Wolves,Nott'm Forest,1.0,0.0,H,5375
English Premier League,15/10/2022,Tottenham,Everton,2.0,0.0,H,5376
English Premier League,16/10/2022,Aston Villa,Chelsea,0.0,2.0,A,5377
English Premier League,16/10/2022,Leeds,Arsenal,0.0,1.0,A,5378
English Premier League,16/10/2022,Man United,Newcastle,0.0,0.0,D,5379
English Premier League,16/10/2022,Southampton,West Ham,1.0,1.0,D,5380
English Premier League,16/10/2022,Liverpool,Man City,1.0,0.0,H,5381
English Premier League,18/10/2022,Brighton,Nott'm Forest,0.0,0.0,D,5382
English Premier League,18/10/2022,Crystal Palace,Wolves,2.0,1.0,H,5383
English Premier League,19/10/2022,Bournemouth,Southampton,0.0,1.0,A,5384
English Premier League,19/10/2022,Brentford,Chelsea,0.0,0.0,D,5385
English Premier League,19/10/2022,Liverpool,West Ham,1.0,0.0,H,5386
English Premier League,19/10/2022,Newcastle,Everton,1.0,0.0,H,5387
English Premier League,19/10/2022,Man United,Tottenham,2.0,0.0,H,5388
English Premier League,20/10/2022,Fulham,Aston Villa,3.0,0.0,H,5389
English Premier League,20/10/2022,Leicester,Leeds,2.0,0.0,H,5390
English Premier League,22/10/2022,Nott'm Forest,Liverpool,1.0,0.0,H,5391
English Premier League,22/10/2022,Everton,Crystal Palace,3.0,0.0,H,5392
English Premier League,22/10/2022,Man City,Brighton,3.0,1.0,H,5393
English Premier League,22/10/2022,Chelsea,Man United,1.0,1.0,D,5394
English Premier League,23/10/2022,Aston Villa,Brentford,4.0,0.0,H,5395
English Premier League,23/10/2022,Leeds,Fulham,2.0,3.0,A,5396
English Premier League,23/10/2022,Southampton,Arsenal,1.0,1.0,D,5397
English Premier League,23/10/2022,Wolves,Leicester,0.0,4.0,A,5398
English Premier League,23/10/2022,Tottenham,Newcastle,1.0,2.0,A,5399
English Premier League,24/10/2022,West Ham,Bournemouth,2.0,0.0,H,5400
English Premier League,29/10/2022,Leicester,Man City,0.0,1.0,A,5401
English Premier League,29/10/2022,Bournemouth,Tottenham,2.0,3.0,A,5402
English Premier League,29/10/2022,Brentford,Wolves,1.0,1.0,D,5403
English Premier League,29/10/2022,Brighton,Chelsea,4.0,1.0,H,5404
English Premier League,29/10/2022,Crystal Palace,Southampton,1.0,0.0,H,5405
English Premier League,29/10/2022,Newcastle,Aston Villa,4.0,0.0,H,5406
English Premier League,29/10/2022,Fulham,Everton,0.0,0.0,D,5407
English Premier League,29/10/2022,Liverpool,Leeds,1.0,2.0,A,5408
English Premier League,30/10/2022,Arsenal,Nott'm Forest,5.0,0.0,H,5409
English Premier League,30/10/2022,Man United,West Ham,1.0,0.0,H,5410
English Premier League,05/11/2022,Leeds,Bournemouth,4.0,3.0,H,5411
English Premier League,05/11/2022,Man City,Fulham,2.0,1.0,H,5412
English Premier League,05/11/2022,Nott'm Forest,Brentford,2.0,2.0,D,5413
English Premier League,05/11/2022,Wolves,Brighton,2.0,3.0,A,5414
English Premier League,05/11/2022,Everton,Leicester,0.0,2.0,A,5415
English Premier League,06/11/2022,Chelsea,Arsenal,0.0,1.0,A,5416
English Premier League,06/11/2022,Aston Villa,Man United,3.0,1.0,H,5417
English Premier League,06/11/2022,Southampton,Newcastle,1.0,4.0,A,5418
English Premier League,06/11/2022,West Ham,Crystal Palace,1.0,2.0,A,5419
English Premier League,06/11/2022,Tottenham,Liverpool,1.0,2.0,A,5420
English Premier League,12/11/2022,Man City,Brentford,1.0,2.0,A,5421
English Premier League,12/11/2022,Bournemouth,Everton,3.0,0.0,H,5422
English Premier League,12/11/2022,Liverpool,Southampton,3.0,1.0,H,5423
English Premier League,12/11/2022,Nott'm Forest,Crystal Palace,1.0,0.0,H,5424
English Premier League,12/11/2022,Tottenham,Leeds,4.0,3.0,H,5425
English Premier League,12/11/2022,West Ham,Leicester,0.0,2.0,A,5426
English Premier League,12/11/2022,Newcastle,Chelsea,1.0,0.0,H,5427
English Premier League,12/11/2022,Wolves,Arsenal,0.0,2.0,A,5428
English Premier League,13/11/2022,Brighton,Aston Villa,1.0,2.0,A,5429
English Premier League,13/11/2022,Fulham,Man United,1.0,2.0,A,5430
English Premier League,26/12/2022,Brentford,Tottenham,2.0,2.0,D,5431
English Premier League,26/12/2022,Crystal Palace,Fulham,0.0,3.0,A,5432
English Premier League,26/12/2022,Everton,Wolves,1.0,2.0,A,5433
English Premier League,26/12/2022,Leicester,Newcastle,0.0,3.0,A,5434
English Premier League,26/12/2022,Southampton,Brighton,1.0,3.0,A,5435
English Premier League,26/12/2022,Aston Villa,Liverpool,1.0,3.0,A,5436
English Premier League,26/12/2022,Arsenal,West Ham,3.0,1.0,H,5437
English Premier League,27/12/2022,Chelsea,Bournemouth,2.0,0.0,H,5438
English Premier League,27/12/2022,Man United,Nott'm Forest,3.0,0.0,H,5439
English Premier League,28/12/2022,Leeds,Man City,1.0,3.0,A,5440
English Premier League,30/12/2022,West Ham,Brentford,0.0,2.0,A,5441
English Premier League,30/12/2022,Liverpool,Leicester,2.0,1.0,H,5442
English Premier League,31/12/2022,Wolves,Man United,0.0,1.0,A,5443
English Premier League,31/12/2022,Bournemouth,Crystal Palace,0.0,2.0,A,5444
English Premier League,31/12/2022,Fulham,Southampton,2.0,1.0,H,5445
English Premier League,31/12/2022,Man City,Everton,1.0,1.0,D,5446
English Premier League,31/12/2022,Newcastle,Leeds,0.0,0.0,D,5447
English Premier League,31/12/2022,Brighton,Arsenal,2.0,4.0,A,5448
English Premier League,01/01/2023,Tottenham,Aston Villa,0.0,2.0,A,5449
English Premier League,01/01/2023,Nott'm Forest,Chelsea,1.0,1.0,D,5450
English Premier League,02/01/2023,Brentford,Liverpool,3.0,1.0,H,5451
English Premier League,03/01/2023,Arsenal,Newcastle,0.0,0.0,D,5452
English Premier League,03/01/2023,Everton,Brighton,1.0,4.0,A,5453
English Premier League,03/01/2023,Leicester,Fulham,0.0,1.0,A,5454
English Premier League,03/01/2023,Man United,Bournemouth,3.0,0.0,H,5455
English Premier League,04/01/2023,Southampton,Nott'm Forest,0.0,1.0,A,5456
English Premier League,04/01/2023,Leeds,West Ham,2.0,2.0,D,5457
English Premier League,04/01/2023,Aston Villa,Wolves,1.0,1.0,D,5458
English Premier League,04/01/2023,Crystal Palace,Tottenham,0.0,4.0,A,5459
English Premier League,05/01/2023,Chelsea,Man City,0.0,1.0,A,5460
English Premier League,12/01/2023,Fulham,Chelsea,2.0,1.0,H,5461
English Premier League,13/01/2023,Aston Villa,Leeds,2.0,1.0,H,5462
English Premier League,14/01/2023,Man United,Man City,2.0,1.0,H,5463
English Premier League,14/01/2023,Brighton,Liverpool,3.0,0.0,H,5464
English Premier League,14/01/2023,Everton,Southampton,1.0,2.0,A,5465
English Premier League,14/01/2023,Nott'm Forest,Leicester,2.0,0.0,H,5466
English Premier League,14/01/2023,Wolves,West Ham,1.0,0.0,H,5467
English Premier League,14/01/2023,Brentford,Bournemouth,2.0,0.0,H,5468
English Premier League,15/01/2023,Chelsea,Crystal Palace,1.0,0.0,H,5469
English Premier League,15/01/2023,Newcastle,Fulham,1.0,0.0,H,5470
English Premier League,15/01/2023,Tottenham,Arsenal,0.0,2.0,A,5471
English Premier League,18/01/2023,Crystal Palace,Man United,1.0,1.0,D,5472
English Premier League,19/01/2023,Man City,Tottenham,4.0,2.0,H,5473
English Premier League,21/01/2023,Liverpool,Chelsea,0.0,0.0,D,5474
English Premier League,21/01/2023,Bournemouth,Nott'm Forest,1.0,1.0,D,5475
English Premier League,21/01/2023,Leicester,Brighton,2.0,2.0,D,5476
English Premier League,21/01/2023,Southampton,Aston Villa,0.0,1.0,A,5477
English Premier League,21/01/2023,West Ham,Everton,2.0,0.0,H,5478
English Premier League,21/01/2023,Crystal Palace,Newcastle,0.0,0.0,D,5479
English Premier League,22/01/2023,Leeds,Brentford,0.0,0.0,D,5480
English Premier League,22/01/2023,Man City,Wolves,3.0,0.0,H,5481
English Premier League,22/01/2023,Arsenal,Man United,3.0,2.0,H,5482
English Premier League,23/01/2023,Fulham,Tottenham,0.0,1.0,A,5483
English Premier League,03/02/2023,Chelsea,Fulham,0.0,0.0,D,5484
English Premier League,04/02/2023,Everton,Arsenal,1.0,0.0,H,5485
English Premier League,04/02/2023,Aston Villa,Leicester,2.0,4.0,A,5486
English Premier League,04/02/2023,Brentford,Southampton,3.0,0.0,H,5487
English Premier League,04/02/2023,Brighton,Bournemouth,1.0,0.0,H,5488
English Premier League,04/02/2023,Man United,Crystal Palace,2.0,1.0,H,5489
English Premier League,04/02/2023,Wolves,Liverpool,3.0,0.0,H,5490
English Premier League,04/02/2023,Newcastle,West Ham,1.0,1.0,D,5491
English Premier League,05/02/2023,Nott'm Forest,Leeds,1.0,0.0,H,5492
English Premier League,05/02/2023,Tottenham,Man City,1.0,0.0,H,5493
English Premier League,08/02/2023,Man United,Leeds,2.0,2.0,D,5494
English Premier League,11/02/2023,West Ham,Chelsea,1.0,1.0,D,5495
English Premier League,11/02/2023,Arsenal,Brentford,1.0,1.0,D,5496
English Premier League,11/02/2023,Crystal Palace,Brighton,1.0,1.0,D,5497
English Premier League,11/02/2023,Fulham,Nott'm Forest,2.0,0.0,H,5498
English Premier League,11/02/2023,Leicester,Tottenham,4.0,1.0,H,5499
English Premier League,11/02/2023,Southampton,Wolves,1.0,2.0,A,5500
English Premier League,11/02/2023,Bournemouth,Newcastle,1.0,1.0,D,5501
English Premier League,12/02/2023,Leeds,Man United,0.0,2.0,A,5502
English Premier League,12/02/2023,Man City,Aston Villa,3.0,1.0,H,5503
English Premier League,13/02/2023,Liverpool,Everton,2.0,0.0,H,5504
English Premier League,15/02/2023,Arsenal,Man City,1.0,3.0,A,5505
English Premier League,18/02/2023,Aston Villa,Arsenal,2.0,4.0,A,5506
English Premier League,18/02/2023,Brentford,Crystal Palace,1.0,1.0,D,5507
English Premier League,18/02/2023,Brighton,Fulham,0.0,1.0,A,5508
English Premier League,18/02/2023,Chelsea,Southampton,0.0,1.0,A,5509
English Premier League,18/02/2023,Everton,Leeds,1.0,0.0,H,5510
English Premier League,18/02/2023,Nott'm Forest,Man City,1.0,1.0,D,5511
English Premier League,18/02/2023,Wolves,Bournemouth,0.0,1.0,A,5512
English Premier League,18/02/2023,Newcastle,Liverpool,0.0,2.0,A,5513
English Premier League,19/02/2023,Man United,Leicester,3.0,0.0,H,5514
English Premier League,19/02/2023,Tottenham,West Ham,2.0,0.0,H,5515
English Premier League,24/02/2023,Fulham,Wolves,1.0,1.0,D,5516
English Premier League,25/02/2023,Everton,Aston Villa,0.0,2.0,A,5517
English Premier League,25/02/2023,Leeds,Southampton,1.0,0.0,H,5518
English Premier League,25/02/2023,Leicester,Arsenal,0.0,1.0,A,5519
English Premier League,25/02/2023,West Ham,Nott'm Forest,4.0,0.0,H,5520
English Premier League,25/02/2023,Bournemouth,Man City,1.0,4.0,A,5521
English Premier League,25/02/2023,Crystal Palace,Liverpool,0.0,0.0,D,5522
English Premier League,26/02/2023,Tottenham,Chelsea,2.0,0.0,H,5523
English Premier League,01/03/2023,Arsenal,Everton,4.0,0.0,H,5524
English Premier League,01/03/2023,Liverpool,Wolves,2.0,0.0,H,5525
English Premier League,04/03/2023,Man City,Newcastle,2.0,0.0,H,5526
English Premier League,04/03/2023,Arsenal,Bournemouth,3.0,2.0,H,5527
English Premier League,04/03/2023,Aston Villa,Crystal Palace,1.0,0.0,H,5528
English Premier League,04/03/2023,Brighton,West Ham,4.0,0.0,H,5529
English Premier League,04/03/2023,Chelsea,Leeds,1.0,0.0,H,5530
English Premier League,04/03/2023,Wolves,Tottenham,1.0,0.0,H,5531
English Premier League,04/03/2023,Southampton,Leicester,1.0,0.0,H,5532
English Premier League,05/03/2023,Nott'm Forest,Everton,2.0,2.0,D,5533
English Premier League,05/03/2023,Liverpool,Man United,7.0,0.0,H,5534
English Premier League,06/03/2023,Brentford,Fulham,3.0,2.0,H,5535
English Premier League,11/03/2023,Bournemouth,Liverpool,1.0,0.0,H,5536
English Premier League,11/03/2023,Everton,Brentford,1.0,0.0,H,5537
English Premier League,11/03/2023,Leeds,Brighton,2.0,2.0,D,5538
English Premier League,11/03/2023,Leicester,Chelsea,1.0,3.0,A,5539
English Premier League,11/03/2023,Tottenham,Nott'm Forest,3.0,1.0,H,5540
English Premier League,11/03/2023,Crystal Palace,Man City,0.0,1.0,A,5541
English Premier League,12/03/2023,Fulham,Arsenal,0.0,3.0,A,5542
English Premier League,12/03/2023,Man United,Southampton,0.0,0.0,D,5543
English Premier League,12/03/2023,West Ham,Aston Villa,1.0,1.0,D,5544
English Premier League,12/03/2023,Newcastle,Wolves,2.0,1.0,H,5545
English Premier League,15/03/2023,Brighton,Crystal Palace,1.0,0.0,H,5546
English Premier League,15/03/2023,Southampton,Brentford,0.0,2.0,A,5547
English Premier League,17/03/2023,Nott'm Forest,Newcastle,1.0,2.0,A,5548
English Premier League,18/03/2023,Aston Villa,Bournemouth,3.0,0.0,H,5549
English Premier League,18/03/2023,Brentford,Leicester,1.0,1.0,D,5550
English Premier League,18/03/2023,Southampton,Tottenham,3.0,3.0,D,5551
English Premier League,18/03/2023,Wolves,Leeds,2.0,4.0,A,5552
English Premier League,18/03/2023,Chelsea,Everton,2.0,2.0,D,5553
English Premier League,19/03/2023,Arsenal,Crystal Palace,4.0,1.0,H,5554
English Premier League,01/04/2023,Man City,Liverpool,4.0,1.0,H,5555
English Premier League,01/04/2023,Arsenal,Leeds,4.0,1.0,H,5556
English Premier League,01/04/2023,Bournemouth,Fulham,2.0,1.0,H,5557
English Premier League,01/04/2023,Brighton,Brentford,3.0,3.0,D,5558
English Premier League,01/04/2023,Crystal Palace,Leicester,2.0,1.0,H,5559
English Premier League,01/04/2023,Nott'm Forest,Wolves,1.0,1.0,D,5560
English Premier League,01/04/2023,Chelsea,Aston Villa,0.0,2.0,A,5561
English Premier League,02/04/2023,West Ham,Southampton,1.0,0.0,H,5562
English Premier League,02/04/2023,Newcastle,Man United,2.0,0.0,H,5563
English Premier League,03/04/2023,Everton,Tottenham,1.0,1.0,D,5564
English Premier League,04/04/2023,Bournemouth,Brighton,0.0,2.0,A,5565
English Premier League,04/04/2023,Leeds,Nott'm Forest,2.0,1.0,H,5566
English Premier League,04/04/2023,Leicester,Aston Villa,1.0,2.0,A,5567
English Premier League,04/04/2023,Chelsea,Liverpool,0.0,0.0,D,5568
English Premier League,05/04/2023,Man United,Brentford,1.0,0.0,H,5569
